Product,Quantity,UnitPrice,PaymentMethod,OrderStatus,ItemsInCart,CouponCode,ReferralSource,TotalPrice,Year,Month,DayOfWeek,IsWeekend,FraudScore_Proxy,FraudFlag
Monitor,5,240.61,Credit Card,Shipped,10,FREESHIP,Email,1203.05,2023,5,3,0,2,0
Phone,1,586.62,Debit Card,Shipped,5,,Facebook,586.62,2024,6,0,0,1,0
Phone,3,257.84,Online,Delivered,4,,Instagram,773.52,2024,3,6,1,2,0
Tablet,5,435.66,Online,Pending,9,,Facebook,2178.3,2023,8,6,1,4,1
Chair,5,261.33,Credit Card,Returned,5,SAVE10,Referral,1306.65,2024,8,2,0,2,0
Printer,1,422.54,Cash,Delivered,1,SAVE10,Google,422.54,2024,1,1,0,0,0
Desk,5,330.45,Gift Card,Shipped,10,FREESHIP,Google,1652.25,2023,3,6,1,3,0
Desk,3,120.82,Credit Card,Shipped,5,SAVE10,Referral,362.46,2023,12,5,1,0,0
Phone,1,14.06,Credit Card,Pending,5,SAVE10,Referral,14.06,2024,5,0,0,0,0
Desk,1,491.11,Credit Card,Delivered,4,SAVE10,Facebook,491.11,2023,5,2,0,0,0
Monitor,4,677.37,Cash,Pending,8,SAVE10,Google,2709.48,2023,4,6,1,2,0
Desk,5,189.25,Debit Card,Cancelled,10,WINTER15,Email,946.25,2024,7,4,0,3,0
Printer,4,142.58,Cash,Delivered,4,FREESHIP,Facebook,570.32,2024,5,6,1,0,0
Monitor,4,316.32,Debit Card,Delivered,7,,Facebook,1265.28,2024,6,5,1,1,0
Desk,2,533.95,Online,Delivered,5,WINTER15,Google,1067.9,2024,3,6,1,1,0
Phone,4,470.09,Debit Card,Delivered,4,FREESHIP,Google,1880.36,2025,6,6,1,0,0
Tablet,3,324.3,Debit Card,Pending,8,FREESHIP,Email,972.9000000000001,2024,5,3,0,0,0
Chair,4,629.34,Cash,Shipped,7,,Email,2517.36,2023,7,0,0,3,0
Desk,3,136.84,Cash,Delivered,3,SAVE10,Facebook,410.52,2024,5,6,1,0,0
Chair,2,488.9,Cash,Delivered,7,FREESHIP,Facebook,977.8,2023,10,1,0,0,0
Laptop,5,133.39,Credit Card,Delivered,6,FREESHIP,Referral,666.9499999999999,2023,8,3,0,1,0
Chair,5,608.91,Gift Card,Pending,6,SAVE10,Google,3044.55,2024,6,6,1,4,1
Tablet,1,524.06,Debit Card,Pending,3,FREESHIP,Email,524.06,2024,7,3,0,0,0
Desk,2,330.69,Online,Cancelled,5,SAVE10,Google,661.38,2023,6,3,0,2,0
Phone,2,547.67,Gift Card,Shipped,3,,Instagram,1095.34,2025,4,1,0,2,0
Laptop,4,233.7,Online,Shipped,8,SAVE10,Facebook,934.8,2025,3,2,0,1,0
Tablet,2,448.85,Credit Card,Pending,6,,Instagram,897.7,2023,1,1,0,1,0
Phone,2,274.12,Cash,Delivered,6,FREESHIP,Referral,548.24,2025,6,5,1,0,0
Printer,5,561.48,Online,Delivered,9,FREESHIP,Facebook,2807.4,2025,5,1,0,5,1
Chair,1,595.54,Gift Card,Shipped,4,,Instagram,595.54,2024,5,2,0,2,0
Laptop,4,515.59,Credit Card,Shipped,7,FREESHIP,Google,2062.36,2024,4,6,1,0,0
Phone,1,460.13,Credit Card,Returned,1,,Google,460.13,2023,10,2,0,2,0
Chair,3,171.66,Debit Card,Delivered,7,,Google,514.98,2024,12,3,0,1,0
Laptop,2,266.95,Credit Card,Pending,3,,Instagram,533.9,2024,7,1,0,1,0
Monitor,5,650.72,Credit Card,Cancelled,8,WINTER15,Email,3253.6,2024,10,6,1,4,1
Laptop,3,439.53,Debit Card,Pending,5,,Google,1318.59,2023,8,4,0,1,0
Monitor,3,654.54,Cash,Returned,7,SAVE10,Referral,1963.62,2023,11,5,1,1,0
Desk,1,394.53,Cash,Shipped,2,FREESHIP,Referral,394.53,2024,6,1,0,0,0
Monitor,1,678.01,Cash,Pending,4,FREESHIP,Referral,678.01,2023,3,1,0,0,0
Tablet,3,575.01,Online,Cancelled,8,WINTER15,Instagram,1725.03,2023,5,1,0,2,0
Chair,3,154.64,Debit Card,Pending,6,WINTER15,Facebook,463.92,2023,11,3,0,0,0
Desk,3,147.29,Gift Card,Shipped,3,FREESHIP,Google,441.87,2024,10,4,0,1,0
Laptop,4,481.48,Gift Card,Delivered,5,SAVE10,Instagram,1925.92,2024,9,1,0,1,0
Monitor,3,158.37,Cash,Shipped,6,,Referral,475.11,2025,3,2,0,1,0
Printer,2,323.37,Online,Pending,3,SAVE10,Instagram,646.74,2025,4,2,0,1,0
Laptop,5,73.83,Debit Card,Pending,9,,Instagram,369.15,2025,2,4,0,3,0
Tablet,1,458.63,Debit Card,Returned,4,WINTER15,Referral,458.63,2024,4,6,1,1,0
Monitor,4,180.25,Debit Card,Cancelled,7,,Facebook,721.0,2024,7,5,1,2,0
Monitor,3,473.49,Credit Card,Pending,7,,Email,1420.47,2023,5,2,0,1,0
Monitor,4,237.43,Cash,Cancelled,8,WINTER15,Referral,949.72,2025,2,2,0,1,0
Laptop,1,442.39,Gift Card,Pending,6,FREESHIP,Facebook,442.39,2023,11,3,0,1,0
Monitor,1,62.12,Cash,Returned,2,,Email,62.12,2024,9,1,0,2,0
Desk,5,298.39,Gift Card,Cancelled,7,WINTER15,Referral,1491.95,2024,8,6,1,3,0
Desk,2,697.93,Credit Card,Cancelled,2,SAVE10,Google,1395.86,2025,5,1,0,1,0
Tablet,2,291.85,Cash,Shipped,5,FREESHIP,Instagram,583.7,2024,5,0,0,0,0
Printer,3,308.98,Cash,Delivered,3,SAVE10,Instagram,926.94,2024,5,4,0,0,0
Desk,5,396.86,Cash,Cancelled,9,SAVE10,Instagram,1984.3,2024,8,1,0,3,0
Desk,2,139.69,Online,Returned,7,FREESHIP,Email,279.38,2024,1,0,0,2,0
Printer,5,475.95,Credit Card,Returned,8,WINTER15,Facebook,2379.75,2023,2,3,0,4,1
Desk,1,626.6,Gift Card,Returned,4,WINTER15,Facebook,626.6,2025,2,0,0,2,0
Laptop,4,502.99,Debit Card,Shipped,4,WINTER15,Referral,2011.96,2024,2,4,0,0,0
Printer,5,578.83,Cash,Returned,6,,Referral,2894.15,2024,6,4,0,5,1
Laptop,5,383.82,Credit Card,Returned,7,FREESHIP,Google,1919.1,2025,1,0,0,2,0
Laptop,5,368.25,Online,Delivered,5,,Instagram,1841.25,2025,6,1,0,3,0
Printer,2,374.6,Online,Shipped,3,FREESHIP,Referral,749.2,2025,2,4,0,1,0
Tablet,2,428.09,Credit Card,Returned,6,,Instagram,856.18,2025,3,2,0,2,0
Tablet,1,438.93,Gift Card,Cancelled,3,SAVE10,Referral,438.93,2023,7,0,0,2,0
Desk,2,563.82,Credit Card,Pending,3,,Instagram,1127.64,2024,6,0,0,1,0
Printer,3,649.93,Credit Card,Pending,7,WINTER15,Facebook,1949.79,2023,2,5,1,0,0
Printer,5,268.43,Cash,Returned,5,SAVE10,Email,1342.15,2025,3,5,1,2,0
Monitor,5,502.47,Online,Shipped,10,WINTER15,Email,2512.35,2024,12,4,0,5,1
Desk,1,26.95,Cash,Delivered,1,WINTER15,Email,26.95,2024,3,2,0,0,0
Laptop,4,64.69,Debit Card,Shipped,7,WINTER15,Google,258.76,2023,2,1,0,0,0
Laptop,3,247.11,Debit Card,Returned,3,WINTER15,Referral,741.33,2024,5,3,0,1,0
Tablet,2,536.25,Debit Card,Pending,3,,Email,1072.5,2024,10,2,0,1,0
Phone,2,456.04,Debit Card,Returned,4,FREESHIP,Email,912.08,2024,12,0,0,1,0
Printer,2,40.23,Credit Card,Cancelled,4,SAVE10,Google,80.46,2024,1,0,0,1,0
Laptop,2,72.39,Online,Delivered,7,WINTER15,Instagram,144.78,2023,3,6,1,1,0
Monitor,2,394.16,Online,Shipped,2,,Referral,788.32,2023,1,3,0,2,0
Laptop,4,119.84,Gift Card,Shipped,8,FREESHIP,Referral,479.36,2025,6,6,1,1,0
Phone,3,692.71,Credit Card,Delivered,3,FREESHIP,Instagram,2078.13,2023,11,4,0,0,0
Chair,4,56.66,Online,Delivered,4,SAVE10,Instagram,226.64,2024,1,4,0,1,0
Chair,2,298.53,Debit Card,Cancelled,5,WINTER15,Email,597.06,2024,1,1,0,1,0
Chair,3,331.46,Credit Card,Cancelled,6,WINTER15,Referral,994.3799999999999,2023,7,2,0,1,0
Laptop,2,521.4,Cash,Delivered,7,SAVE10,Instagram,1042.8,2025,4,2,0,0,0
Printer,4,305.32,Online,Cancelled,4,SAVE10,Google,1221.28,2023,3,0,0,2,0
Printer,5,111.7,Credit Card,Cancelled,9,FREESHIP,Email,558.5,2023,7,0,0,3,0
Tablet,1,479.76,Credit Card,Pending,1,,Email,479.76,2023,9,4,0,1,0
Monitor,3,193.49,Gift Card,Returned,6,FREESHIP,Facebook,580.47,2023,12,2,0,2,0
Laptop,2,426.22,Online,Delivered,7,WINTER15,Google,852.44,2024,12,0,0,1,0
Tablet,5,276.44,Gift Card,Shipped,10,FREESHIP,Referral,1382.2,2023,8,6,1,3,0
Phone,2,404.96,Cash,Shipped,4,SAVE10,Email,809.92,2024,5,5,1,0,0
Phone,4,465.66,Online,Returned,9,FREESHIP,Email,1862.64,2023,9,3,0,3,0
Phone,2,594.07,Gift Card,Cancelled,2,,Google,1188.14,2024,6,4,0,3,0
Desk,5,110.38,Cash,Pending,10,,Referral,551.9,2023,11,3,0,3,0
Laptop,1,596.24,Credit Card,Returned,4,FREESHIP,Instagram,596.24,2024,5,4,0,1,0
Printer,2,306.24,Online,Returned,4,FREESHIP,Email,612.48,2024,7,0,0,2,0
Monitor,3,503.39,Online,Pending,5,,Facebook,1510.17,2025,2,3,0,2,0
Phone,1,131.61,Cash,Shipped,2,FREESHIP,Facebook,131.61,2023,2,0,0,0,0
Chair,3,443.44,Gift Card,Shipped,3,FREESHIP,Google,1330.32,2024,10,1,0,1,0
Chair,1,408.13,Gift Card,Shipped,3,WINTER15,Instagram,408.13,2023,1,0,0,1,0
Phone,2,160.98,Debit Card,Delivered,3,SAVE10,Referral,321.96,2024,4,3,0,0,0
Monitor,5,643.89,Cash,Returned,8,WINTER15,Facebook,3219.45,2023,1,3,0,4,1
Desk,3,158.66,Gift Card,Delivered,7,WINTER15,Email,475.98,2023,5,5,1,1,0
Tablet,2,143.82,Credit Card,Returned,6,SAVE10,Instagram,287.64,2024,4,5,1,1,0
Laptop,3,379.07,Gift Card,Pending,3,WINTER15,Google,1137.21,2023,12,0,0,1,0
Phone,1,601.36,Online,Shipped,1,,Facebook,601.36,2024,11,0,0,2,0
Phone,2,142.08,Gift Card,Delivered,4,SAVE10,Referral,284.16,2024,9,4,0,1,0
Chair,5,530.34,Online,Shipped,9,FREESHIP,Google,2651.7,2024,3,0,0,5,1
Phone,5,364.42,Credit Card,Cancelled,10,SAVE10,Referral,1822.1,2023,8,6,1,3,0
Laptop,4,578.28,Gift Card,Cancelled,5,FREESHIP,Email,2313.12,2025,6,2,0,2,0
Monitor,5,280.52,Credit Card,Cancelled,7,WINTER15,Facebook,1402.6,2025,5,1,0,2,0
Tablet,5,638.92,Credit Card,Returned,5,FREESHIP,Google,3194.6,2025,5,1,0,4,1
Monitor,4,412.2,Credit Card,Shipped,6,WINTER15,Referral,1648.8,2024,2,3,0,0,0
Desk,1,440.34,Gift Card,Shipped,2,WINTER15,Facebook,440.34,2025,6,3,0,1,0
Desk,1,627.15,Cash,Delivered,5,SAVE10,Instagram,627.15,2024,9,5,1,0,0
Monitor,2,605.26,Cash,Cancelled,4,WINTER15,Referral,1210.52,2024,5,0,0,1,0
Laptop,1,90.27,Cash,Delivered,5,SAVE10,Facebook,90.27,2024,6,6,1,0,0
Desk,5,230.77,Online,Pending,10,WINTER15,Referral,1153.85,2025,6,0,0,3,0
Desk,5,266.78,Gift Card,Cancelled,5,,Email,1333.9,2023,9,2,0,4,1
Desk,1,105.92,Gift Card,Returned,6,SAVE10,Email,105.92,2023,5,3,0,2,0
Tablet,3,589.3,Credit Card,Returned,6,WINTER15,Referral,1767.9,2024,4,3,0,1,0
Chair,4,649.47,Cash,Pending,8,SAVE10,Google,2597.88,2023,1,5,1,2,0
Printer,4,107.49,Cash,Delivered,5,,Google,429.96,2024,6,1,0,1,0
Monitor,3,669.06,Cash,Delivered,7,SAVE10,Facebook,2007.18,2023,5,2,0,0,0
Chair,3,69.65,Cash,Delivered,7,WINTER15,Instagram,208.95,2023,10,5,1,0,0
Phone,4,136.83,Debit Card,Pending,8,SAVE10,Email,547.32,2023,11,6,1,0,0
Monitor,1,304.11,Gift Card,Shipped,2,SAVE10,Referral,304.11,2024,9,4,0,1,0
Monitor,4,296.28,Gift Card,Shipped,5,SAVE10,Email,1185.12,2024,11,6,1,1,0
Desk,1,77.64,Credit Card,Shipped,1,FREESHIP,Facebook,77.64,2025,2,4,0,0,0
Desk,1,243.71,Gift Card,Delivered,6,SAVE10,Google,243.71,2024,7,5,1,1,0
Laptop,4,644.96,Credit Card,Pending,7,FREESHIP,Email,2579.84,2024,9,5,1,2,0
Phone,5,283.73,Gift Card,Pending,8,FREESHIP,Instagram,1418.65,2025,6,3,0,2,0
Desk,2,629.56,Gift Card,Cancelled,5,WINTER15,Instagram,1259.12,2025,2,1,0,2,0
Laptop,4,246.11,Credit Card,Pending,4,SAVE10,Instagram,984.44,2023,3,3,0,0,0
Phone,2,418.26,Debit Card,Pending,2,SAVE10,Google,836.52,2023,11,6,1,0,0
Desk,5,127.18,Debit Card,Cancelled,10,FREESHIP,Google,635.9000000000001,2024,5,3,0,3,0
Printer,3,586.21,Gift Card,Pending,4,WINTER15,Referral,1758.63,2024,8,1,0,1,0
Monitor,3,267.45,Gift Card,Delivered,5,WINTER15,Instagram,802.3499999999999,2024,4,5,1,1,0
Tablet,4,615.65,Debit Card,Delivered,9,WINTER15,Google,2462.6,2024,6,3,0,3,0
Monitor,2,113.29,Cash,Pending,5,SAVE10,Facebook,226.58,2023,11,5,1,0,0
Monitor,4,473.86,Debit Card,Delivered,7,SAVE10,Facebook,1895.44,2024,4,6,1,0,0
Laptop,3,444.75,Cash,Delivered,6,SAVE10,Facebook,1334.25,2023,11,0,0,0,0
Phone,2,183.67,Debit Card,Cancelled,6,SAVE10,Google,367.34,2023,5,4,0,1,0
Printer,1,483.38,Cash,Pending,6,FREESHIP,Google,483.38,2023,12,6,1,0,0
Printer,5,260.93,Online,Delivered,9,SAVE10,Email,1304.65,2023,6,2,0,3,0
Printer,2,253.68,Gift Card,Shipped,6,,Referral,507.36,2023,12,4,0,2,0
Tablet,4,699.88,Cash,Pending,5,WINTER15,Referral,2799.52,2025,6,3,0,2,0
Printer,5,319.97,Cash,Shipped,7,SAVE10,Google,1599.85,2023,1,2,0,1,0
Chair,4,246.91,Online,Pending,8,SAVE10,Referral,987.64,2025,6,0,0,1,0
Printer,3,392.85,Credit Card,Returned,6,,Google,1178.55,2023,3,3,0,2,0
Tablet,5,420.98,Cash,Delivered,7,SAVE10,Facebook,2104.9,2024,5,0,0,1,0
Monitor,2,73.26,Cash,Pending,4,WINTER15,Facebook,146.52,2024,3,2,0,0,0
Monitor,3,410.88,Cash,Delivered,8,FREESHIP,Instagram,1232.64,2023,1,4,0,0,0
Tablet,2,176.46,Credit Card,Delivered,2,FREESHIP,Email,352.92,2023,9,5,1,0,0
Monitor,3,659.57,Credit Card,Cancelled,6,SAVE10,Email,1978.71,2023,3,4,0,1,0
Phone,2,478.36,Online,Shipped,3,,Google,956.72,2024,12,1,0,2,0
Printer,4,30.05,Online,Returned,6,,Facebook,120.2,2024,12,1,0,3,0
Laptop,4,300.56,Cash,Cancelled,9,FREESHIP,Facebook,1202.24,2025,4,5,1,2,0
Tablet,5,226.45,Debit Card,Returned,6,FREESHIP,Email,1132.25,2024,2,6,1,2,0
Printer,2,349.4,Online,Shipped,2,SAVE10,Instagram,698.8,2024,1,4,0,1,0
Tablet,5,268.78,Debit Card,Delivered,7,WINTER15,Email,1343.9,2023,12,4,0,1,0
Chair,2,680.85,Gift Card,Delivered,6,FREESHIP,Referral,1361.7,2024,8,6,1,1,0
Laptop,3,182.48,Cash,Delivered,3,,Instagram,547.4399999999999,2023,7,5,1,1,0
Desk,1,277.09,Cash,Returned,2,SAVE10,Referral,277.09,2024,4,5,1,1,0
Tablet,2,26.5,Online,Delivered,3,SAVE10,Instagram,53.0,2024,4,0,0,1,0
Phone,3,315.27,Credit Card,Cancelled,4,SAVE10,Email,945.81,2023,10,0,0,1,0
Tablet,3,450.98,Credit Card,Shipped,8,SAVE10,Referral,1352.94,2025,2,0,0,0,0
Laptop,5,233.67,Cash,Shipped,10,,Referral,1168.35,2024,9,0,0,3,0
Chair,3,367.75,Cash,Pending,7,FREESHIP,Facebook,1103.25,2024,1,0,0,0,0
Chair,1,23.53,Gift Card,Delivered,2,FREESHIP,Instagram,23.53,2025,5,5,1,1,0
Monitor,1,677.48,Online,Delivered,1,WINTER15,Facebook,677.48,2023,5,0,0,1,0
Laptop,4,554.83,Cash,Returned,6,,Google,2219.32,2024,5,1,0,2,0
Desk,4,440.31,Cash,Cancelled,6,,Instagram,1761.24,2023,2,4,0,2,0
Desk,1,87.06,Credit Card,Shipped,4,FREESHIP,Email,87.06,2025,3,5,1,0,0
Phone,4,245.28,Credit Card,Delivered,6,WINTER15,Email,981.12,2023,10,0,0,0,0
Phone,5,664.51,Debit Card,Pending,8,SAVE10,Email,3322.55,2023,2,1,0,3,0
Chair,1,618.68,Online,Delivered,6,WINTER15,Referral,618.68,2023,4,3,0,1,0
Monitor,1,370.85,Gift Card,Delivered,2,FREESHIP,Referral,370.85,2024,12,1,0,1,0
Printer,4,517.98,Cash,Cancelled,8,FREESHIP,Facebook,2071.92,2024,6,6,1,1,0
Laptop,4,506.11,Cash,Cancelled,5,,Referral,2024.44,2023,11,6,1,2,0
Phone,3,413.83,Gift Card,Shipped,8,SAVE10,Facebook,1241.49,2024,5,4,0,1,0
Printer,1,249.81,Cash,Pending,1,SAVE10,Google,249.81,2023,12,2,0,0,0
Tablet,3,362.53,Debit Card,Returned,5,,Facebook,1087.59,2025,3,5,1,2,0
Desk,2,299.23,Credit Card,Cancelled,2,WINTER15,Instagram,598.46,2025,6,5,1,1,0
Tablet,1,536.07,Debit Card,Delivered,5,FREESHIP,Google,536.07,2023,11,2,0,0,0
Monitor,4,558.9,Gift Card,Shipped,9,WINTER15,Google,2235.6,2023,2,5,1,2,0
Tablet,2,409.75,Debit Card,Shipped,2,WINTER15,Facebook,819.5,2024,12,0,0,0,0
Tablet,2,179.96,Gift Card,Shipped,5,,Instagram,359.92,2025,1,5,1,2,0
Printer,1,38.49,Credit Card,Delivered,4,FREESHIP,Referral,38.49,2025,6,6,1,0,0
Laptop,5,316.4,Gift Card,Returned,7,,Email,1582.0,2024,9,4,0,4,1
Tablet,3,547.15,Online,Shipped,4,WINTER15,Instagram,1641.45,2024,10,0,0,1,0
Chair,4,540.34,Gift Card,Shipped,6,WINTER15,Referral,2161.36,2023,6,4,0,1,0
Monitor,4,73.65,Debit Card,Shipped,9,,Google,294.6,2024,9,0,0,2,0
Desk,5,391.86,Credit Card,Shipped,6,,Instagram,1959.3,2024,7,3,0,2,0
Laptop,5,69.7,Online,Returned,9,,Instagram,348.5,2023,8,6,1,5,1
Monitor,5,26.43,Gift Card,Shipped,5,FREESHIP,Facebook,132.15,2025,3,2,0,2,0
Tablet,1,531.74,Online,Shipped,1,WINTER15,Google,531.74,2023,9,0,0,1,0
Phone,2,496.62,Online,Pending,2,SAVE10,Instagram,993.24,2024,9,6,1,1,0
Printer,1,660.66,Debit Card,Delivered,3,WINTER15,Instagram,660.66,2023,11,2,0,0,0
Monitor,4,274.82,Debit Card,Delivered,9,WINTER15,Email,1099.28,2023,10,0,0,1,0
Phone,2,486.35,Online,Pending,6,SAVE10,Referral,972.7,2024,6,4,0,1,0
Laptop,3,428.88,Debit Card,Shipped,3,WINTER15,Facebook,1286.64,2024,9,1,0,0,0
Desk,2,412.14,Credit Card,Returned,2,FREESHIP,Instagram,824.28,2023,9,4,0,1,0
Desk,1,265.64,Credit Card,Returned,3,WINTER15,Instagram,265.64,2024,9,6,1,1,0
Tablet,2,273.43,Cash,Shipped,7,WINTER15,Referral,546.86,2024,5,1,0,0,0
Laptop,5,131.7,Cash,Shipped,8,FREESHIP,Google,658.5,2025,1,2,0,1,0
Chair,5,85.52,Gift Card,Cancelled,5,,Facebook,427.6,2023,8,2,0,4,1
Desk,2,320.68,Credit Card,Shipped,5,FREESHIP,Referral,641.36,2024,6,2,0,0,0
Laptop,4,198.81,Cash,Returned,9,FREESHIP,Referral,795.24,2025,2,2,0,2,0
Printer,5,666.8,Debit Card,Delivered,7,SAVE10,Referral,3334.0,2023,10,0,0,3,0
Desk,1,355.09,Debit Card,Cancelled,5,SAVE10,Instagram,355.09,2023,12,2,0,1,0
Phone,2,316.2,Online,Returned,2,,Instagram,632.4,2023,6,1,0,3,0
Laptop,1,133.39,Debit Card,Shipped,2,SAVE10,Referral,133.39,2024,8,5,1,0,0
Monitor,1,454.23,Gift Card,Returned,3,,Facebook,454.23,2023,2,5,1,3,0
Desk,4,491.29,Debit Card,Pending,6,,Email,1965.16,2024,9,4,0,1,0
Phone,2,255.14,Cash,Shipped,2,,Google,510.28,2025,6,1,0,1,0
Monitor,1,392.61,Gift Card,Cancelled,4,SAVE10,Referral,392.61,2023,2,6,1,2,0
Tablet,4,362.06,Debit Card,Returned,4,,Facebook,1448.24,2024,10,4,0,2,0
Phone,1,222.73,Online,Returned,4,,Google,222.73,2024,5,4,0,3,0
Monitor,2,552.63,Debit Card,Delivered,7,WINTER15,Instagram,1105.26,2024,8,5,1,0,0
Laptop,4,686.61,Cash,Shipped,6,,Referral,2746.44,2023,5,0,0,3,0
Printer,3,305.16,Credit Card,Cancelled,8,SAVE10,Referral,915.48,2025,3,4,0,1,0
Desk,1,41.09,Online,Returned,4,WINTER15,Email,41.09,2023,3,5,1,2,0
Phone,5,634.0,Gift Card,Delivered,8,,Email,3170.0,2024,6,3,0,5,1
Laptop,5,464.74,Gift Card,Delivered,7,,Referral,2323.7,2023,1,4,0,3,0
Monitor,4,425.6,Credit Card,Pending,5,FREESHIP,Google,1702.4,2023,4,4,0,0,0
Chair,3,573.22,Debit Card,Pending,5,SAVE10,Email,1719.66,2023,10,4,0,0,0
Chair,1,123.28,Credit Card,Delivered,3,SAVE10,Email,123.28,2024,7,1,0,0,0
Phone,1,70.82,Gift Card,Pending,1,WINTER15,Instagram,70.82,2023,1,6,1,1,0
Printer,2,646.69,Debit Card,Shipped,7,WINTER15,Instagram,1293.38,2023,5,6,1,0,0
Tablet,2,513.42,Online,Pending,5,WINTER15,Instagram,1026.84,2023,12,5,1,1,0
Laptop,4,693.07,Online,Shipped,8,SAVE10,Instagram,2772.28,2025,3,6,1,3,0
Desk,3,491.43,Gift Card,Shipped,6,WINTER15,Instagram,1474.29,2023,11,3,0,1,0
Tablet,2,599.74,Gift Card,Shipped,2,,Instagram,1199.48,2025,3,5,1,2,0
Monitor,2,650.25,Gift Card,Returned,6,,Instagram,1300.5,2023,2,5,1,3,0
Laptop,3,209.48,Debit Card,Pending,4,,Email,628.4399999999999,2024,10,1,0,1,0
Laptop,5,209.2,Debit Card,Delivered,6,WINTER15,Email,1046.0,2023,8,0,0,1,0
Phone,4,197.36,Gift Card,Returned,9,FREESHIP,Instagram,789.44,2023,6,4,0,3,0
Printer,4,648.91,Credit Card,Shipped,6,SAVE10,Instagram,2595.64,2023,6,2,0,2,0
Phone,2,441.54,Online,Delivered,2,SAVE10,Email,883.08,2024,4,1,0,1,0
Tablet,2,464.92,Debit Card,Returned,2,,Facebook,929.84,2025,5,5,1,2,0
Monitor,5,506.45,Gift Card,Shipped,7,WINTER15,Google,2532.25,2024,12,3,0,4,1
Monitor,4,255.86,Credit Card,Delivered,7,,Email,1023.44,2023,6,5,1,1,0
Laptop,2,125.23,Cash,Cancelled,3,FREESHIP,Email,250.46,2024,9,3,0,1,0
Laptop,5,38.11,Debit Card,Cancelled,6,WINTER15,Instagram,190.55,2023,8,3,0,2,0
Monitor,3,161.97,Cash,Pending,4,SAVE10,Email,485.91,2025,6,6,1,0,0
Chair,4,347.17,Debit Card,Shipped,8,,Instagram,1388.68,2024,6,0,0,1,0
Laptop,4,276.32,Online,Delivered,5,,Google,1105.28,2023,4,0,0,2,0
Tablet,4,314.76,Online,Shipped,8,,Instagram,1259.04,2024,7,3,0,2,0
Tablet,3,475.69,Gift Card,Cancelled,3,FREESHIP,Google,1427.07,2024,1,0,0,2,0
Chair,1,372.8,Cash,Cancelled,6,SAVE10,Facebook,372.8,2023,3,6,1,1,0
Tablet,2,63.21,Online,Cancelled,4,SAVE10,Google,126.42,2025,6,0,0,2,0
Laptop,1,634.94,Online,Cancelled,5,WINTER15,Instagram,634.94,2023,3,0,0,2,0
Printer,4,77.47,Gift Card,Returned,7,SAVE10,Instagram,309.88,2024,4,0,0,2,0
Chair,3,84.31,Credit Card,Shipped,3,SAVE10,Email,252.93,2024,2,6,1,0,0
Monitor,4,234.45,Online,Cancelled,9,FREESHIP,Instagram,937.8,2023,5,5,1,3,0
Desk,1,356.81,Online,Delivered,1,WINTER15,Instagram,356.81,2023,10,4,0,1,0
Desk,4,209.99,Cash,Delivered,8,,Google,839.96,2023,3,6,1,1,0
Tablet,3,659.88,Gift Card,Cancelled,3,,Google,1979.64,2023,3,3,0,3,0
Laptop,2,336.32,Online,Returned,3,,Google,672.64,2025,6,4,0,3,0
Printer,2,531.49,Credit Card,Delivered,7,WINTER15,Facebook,1062.98,2023,10,5,1,0,0
Chair,3,588.44,Gift Card,Shipped,8,WINTER15,Google,1765.32,2024,5,0,0,1,0
Phone,3,251.48,Credit Card,Returned,4,,Email,754.4399999999999,2024,5,4,0,2,0
Laptop,1,684.65,Credit Card,Delivered,1,FREESHIP,Email,684.65,2024,11,6,1,0,0
Tablet,1,195.86,Online,Pending,3,,Facebook,195.86,2025,5,5,1,2,0
Phone,3,50.34,Gift Card,Returned,3,FREESHIP,Instagram,151.02,2023,5,6,1,2,0
Monitor,5,678.19,Online,Returned,8,,Facebook,3390.95,2023,6,2,0,6,1
Tablet,3,554.25,Debit Card,Shipped,6,WINTER15,Referral,1662.75,2023,4,4,0,0,0
Chair,4,576.87,Gift Card,Returned,5,,Instagram,2307.48,2023,5,1,0,3,0
Desk,4,408.36,Gift Card,Cancelled,4,FREESHIP,Referral,1633.44,2023,10,0,0,2,0
Phone,5,190.11,Cash,Delivered,7,SAVE10,Google,950.5500000000001,2024,7,0,0,1,0
Printer,3,602.75,Credit Card,Shipped,6,SAVE10,Email,1808.25,2025,3,5,1,0,0
Monitor,3,646.79,Cash,Cancelled,5,WINTER15,Google,1940.37,2023,8,3,0,1,0
Chair,4,418.71,Cash,Pending,8,FREESHIP,Instagram,1674.84,2023,6,6,1,0,0
Laptop,2,323.45,Credit Card,Returned,5,FREESHIP,Instagram,646.9,2025,2,6,1,1,0
Phone,1,694.5,Credit Card,Pending,3,WINTER15,Facebook,694.5,2024,7,3,0,0,0
Chair,2,337.32,Credit Card,Cancelled,4,SAVE10,Email,674.64,2024,12,0,0,1,0
Printer,2,467.91,Gift Card,Returned,5,WINTER15,Facebook,935.82,2024,4,1,0,2,0
Desk,4,38.28,Debit Card,Cancelled,4,WINTER15,Facebook,153.12,2024,6,5,1,1,0
Printer,2,73.41,Online,Shipped,2,SAVE10,Google,146.82,2023,12,3,0,1,0
Tablet,3,668.33,Gift Card,Pending,4,WINTER15,Facebook,2004.99,2023,9,6,1,1,0
Printer,4,410.21,Cash,Pending,5,WINTER15,Instagram,1640.84,2024,7,0,0,0,0
Desk,4,294.41,Debit Card,Pending,4,,Instagram,1177.64,2023,12,0,0,1,0
